pmid,pmcid,Title,pmid_citing,pmcid_citing,title_citing,citation,Retraction_Watch,Retraction_Watch_hierarchy,Retraction_Watch_citing,Retraction_Watch_citing_hierarchy,Category_openai,Justification_openai,Category_gemini,Justification_gemini,alignment,bert
29089765,5656347,Osseointegration of layer-by-layer polyelectrolyte multilayers loaded with IGF1 and coated on titanium implant under osteoporotic condition,36406252,9664355,Spontaneous immunomodulation and regulation of angiogenesis and osteogenesis by Sr/Cu-borosilicate glass (BSG) bone cement to repair critical bone defects,"The 5Sr3Cu group again showed more profound neovascularization and osteogenesis at the defect site than other cement groups at all time points. Methylene blue-acid fuchsin staining and Goldner trichromatic staining were used to distinguish new bone tissue around the implant-bone interface at 16 weeks of implantation [39,40]. As depicted in Fig. 8b, there was only little bone formation (crimson area) for the CaSO4 cement group, while there was significantly more new bone formation at the interface and in the defect site for all Sr/Cu-BSG bone cement groups.","+Unreliable Results
+Original Data not Provided
+Duplication of Image","{'Data', 'Results', 'Other'}",,,Other,"The citation discusses staining techniques and bone formation observations without referencing specific data, results, or methods from <RA>, nor indicating use of its findings or protocols; thus, the function does not clearly align with the defined categories.",Uses_Data,"The citing paper refers to specific staining techniques (""Methylene blue-acid fuchsin staining and Goldner trichromatic staining"") and describes visual observations (""Fig. 8b, there was only little bone formation (crimson area) for the CaSO4 cement group, while there was significantly more new bone formation..."") which are characteristic of presenting and interpreting experimental data. The phrase ""As depicted in Fig. 8b"" strongly suggests the use of visual data from the cited work.",FALSE,Other
29095823,5667836,Long non-coding RNA FTH1P3 facilitates uveal melanoma cell growth and invasion through miR-224-5p,29971911,6111805,Long non‐coding RNA FTH1P3 activates paclitaxel resistance in breast cancer through miR‐206/ABCB1,"LncRNA FTH1P3 is a novel identified ncRNA in cancer. For example, FTH1P3 was up‐regulated in uveal melanoma cell lines and tissues, and the elevated expression of FTH1P3 promoted uveal melanoma cell proliferation, cell cycle and migration through suppressing miR‐224‐5p.14 Here, we demonstrate that lncRNA ferritin heavy chain 1 pseudogene 3 (FTH1P3) expression is enriched in paclitaxel‐resistant breast cancer tissue samples and cells. FTH1P3 acted as a competing endogenous RNA (ceRNA) to sponge miR‐206 and increase ABCB1 protein expression.","+Fake Peer Review
+Concerns/Issues About Image
+Concerns/Issues About Authorship/Affiliation",{'Other'},,,Other,"The citation discusses the role of FTH1P3 in cancer and its functional effects, but there is no explicit mention of using, building upon, or referencing specific data, results, or methods from <RA>. The context appears to be a general discussion of FTH1P3's biological role rather than a direct use or analysis of the retracted article's content.",Uses_Results,"The citing paper states that ""FTH1P3 was up‐regulated in uveal melanoma cell lines and tissues, and the elevated expression of FTH1P3 promoted uveal melanoma cell proliferation, cell cycle and migration through suppressing miR‐224‐5p.14"". This directly refers to the findings and conclusions reported in the retracted article <RA>.",FALSE,Other
29207663,5710943,MicroRNA-218 inhibits proliferation and invasion in ovarian cancer by targeting Runx2,31002358,6489015,A 19-miRNA Support Vector Machine classifier and a 6-miRNA risk score system designed for ovarian cancer patients,"In the present study, miR-193b was one of the 6 miRNA signatures that could predict recurrence of OC, suggesting that its expression also might be linked to recurrence. Currently, only a few studies have reported the correlations between miR-218 and OC. It was reported that miR-218 prevents the proliferation and invasion in OC by downregulating its target gene, runt-related transcription factor 2 (RUNX2) (36). In colon adenocarcinoma, the long noncoding RNA MNX1-AS1 could promote progression.",+Investigation by Journal/Publisher,{'Other'},,,Other,"The provided context does not explicitly mention the retracted article <RA> or indicate any direct use of its data, results, methods, or claims. The discussion centers on miRNA and gene functions in cancer, with no reference to <RA> or its content.",Uses_Results,"The citing paper states that ""miR-218 prevents the proliferation and invasion in OC by downregulating its target gene, runt-related transcription factor 2 (RUNX2) (36)."" This directly refers to a finding or result reported in the retracted article.",FALSE,Other
29250177,5727643,MicroRNA-139 targets fibronectin 1 to inhibit papillary thyroid carcinoma progression,32542091,7286328,MiR-376c-3p targets heparin-binding EGF-like growth factor (HBEGF) to inhibit proliferation and invasion in medullary thyroid carcinoma cells,"They bind the 3′ untranslated region (3′UTR) of target mRNAs at the seeding regions, subsequently leading to the degradation or silencing of the target mRNAs [6, 7]. It is generally believed that abnormal expression of miRNAs is involved in the initiation, development and metastasis of various tumors: Li et al. reported that miR-34a repressed the metastasis of hepatocellular carcinoma in vitro [8]; Ye et al. demonstrated that miR-139 restricted the development of papillary thyroid carcinoma in vitro [9]; Cheng et al. showed that miR-150 suppressed the growth, migration and invasion of papillary thyroid carcinoma cells [10]. Recent studies reported that miR-376c-3p exhibited protective behaviors against various tumors. It is generally believed that 75% of MTCs occur as sporadic and 25% as hereditary type, which is also known as multiple endocrine neoplasia 2 (MEN2) [13]. Most MEN2 syndrome cases and about half of sporadic MTCs are caused by RET mutations [2, 9]. The MZ-CRC-1 cells with mutation of RETM918T were hence used for our study.","+Paper Mill
+Investigation by Journal/Publisher
+Duplication of Image
+Concerns/Issues About Data
+Author Unresponsive","{'Other', 'Data'}",,,Other,"The citation mentions the use of MZ-CRC-1 cells with RETM918T mutation for the study but does not specify that the retracted article <RA> is being used for data, results, or methods, nor does it indicate that the findings or framework of <RA> are being directly referenced or aligned. The context does not clearly fit into uses of data, results, or methods, nor does it suggest general consistency with <RA>.",Uses_Results,"The citing paper mentions that ""Ye et al. demonstrated that miR-139 restricted the development of papillary thyroid carcinoma in vitro [9]"". This indicates that the citing paper is referring to a specific finding or result reported by the retracted article.",FALSE,Other
29254193,5731903,MicroRNA-363 inhibits ovarian cancer progression by inhibiting NOB1,30037365,6177509,MiR-363 inhibits cisplatin chemoresistance of epithelial ovarian cancer by regulating snail-induced epithelial-mesenchymal transition,"Besides, miR-363 plays an oncogenic role in prostate cancer (18) and glioma (19). In OC, low miR-363 levels were associated with advanced stage, lymph node metastasis, and poor prognosis, meanwhile, miR-363 could inhibit OC cell growth, migration and invasion (20). Recent evidence indicates that miR-363 play important roles in chemoresistance to multiple anticancer drugs. Just as reported, FBW7, Mcl-1, ABCC1 were target genes for miR-363 in regulating chemoresistance (14, 16, 21). In OC, miR-363 play a tumor suppressor role by targeting NOB1(20), these are possible targets of miR-363 which affects cisplatin resistance in EOC, but we need to verify it. In conclusion, this study provides evidence that miR-363 could sensitize EOC cells to cisplatin treatment in vitro and in vivo.","+Results Not Reproducible
+Duplication of Image","{'Other', 'Results'}",,,Other,"The citation context discusses miR-363's role and targets in cancer, referencing multiple studies (e.g., (14, 16, 21), (20)) to support statements about its functions and targets. There is no explicit mention of using data, results, or methods from the retracted article <RA>, nor does it indicate that the <RA> is providing foundational results, data, or methodology. Instead, it appears to synthesize or build upon existing knowledge, which does not fit the specified categories.",Uses_Results,"The citing paper states ""In OC, miR-363 play a tumor suppressor role by targeting NOB1(20)"" and then discusses how these findings are relevant to their own research on cisplatin resistance. This indicates they are referring to and potentially building upon the findings reported in the retracted article (20).",FALSE,Other
29332545,5762077,"Long Noncoding RNA H19 Inhibits Cell Viability, Migration, and Invasion Via Downregulation of IRS-1 in Thyroid Cancer Cells",33997162,8099694,Comprehensive biological function analysis of lncRNAs in hepatocellular carcinoma,"It has been reported that69 the level of lncRNA H19 is highly correlated with a higher tumor burden of papillary thyroid carcinoma, which also contributes to the EMT process and then promotes the migration and invasion of papillary thyroid carcinoma cells. However, in the another research,70 even in the case of the same type of tumor (papillary thyroid carcinoma), the lncRNA H19 has an opposite effect that can inhibit cell migration and invasion in the thyroid carcinoma cells. Professor Wu71 reported that the H19-mTOR-4E- BP1 axis can regulate pituitary tumor growth, which may be a potential therapeutic target and be more effective than cabergoline treatment in the suppression of human pituitary carcinomas.","+Unreliable Results
+Paper Mill
+Investigation by Journal/Publisher","{'Other', 'Results'}",,,Other,"The citation discusses multiple findings related to lncRNA H19 and its effects on tumor behavior, but there is no explicit mention of using data, results, or methods from <RA>, nor does it state that the current study's findings are consistent with or directly build upon <RA>. The context appears to summarize different research outcomes without indicating a direct use or re-analysis of <RA>.",Uses_Results,"The citing paper presents conflicting findings regarding the role of lncRNA H19 in papillary thyroid carcinoma, stating ""However, in the another research,70 even in the case of the same type of tumor (papillary thyroid carcinoma), the lncRNA H19 has an opposite effect that can inhibit cell migration and invasion in the thyroid carcinoma cells."" This directly contrasts the results of the retracted article with its own observations, indicating a use of the retracted article's findings for comparison.",FALSE,Other
29434830,5776166,Pediatric sarcomas (Review),33918045,8069549,Preclinical In Vivo Modeling of Pediatric Sarcoma—Promises and Limitations,"While the last decades have seen vast improvements in pediatric cancer care with overall improved prognosis, this does not hold true for sarcomas, which are often prone to metastasis and relapse, typically accompanied by dismal prognosis [2]. Research efforts to improve this situation are complicated by the extremely diverse intrinsic nature of pediatric sarcoma with more than 60 genetically distinct entities [3]. While some pediatric sarcoma types may show widespread genomic instability (e.g., osteosarcoma (OS)), many are genetically rather simple, characterized by pathognomonic fusion oncogenes (e.g., SSX-SS18 in Synovial Sarcoma (SySa)) [4,5,6].",+Plagiarism of Article,{'Other'},,,Other,"The provided context does not include any explicit mention of data, results, methods, or claims directly derived from <RA>. Instead, it discusses general background information about pediatric sarcomas and their genetic diversity, with no indication that <RA> is being used for data analysis, result comparison, or methodological reference.",Other,"The provided text discusses the general challenges and characteristics of pediatric sarcomas, citing multiple sources ([2], [3], [4,5,6]) for this background information. There is no specific mention or implication that the retracted article <RA> is being used for its data, results, methods, or to show consistency with its findings. The citation appears to be for general background context.",TRUE,Other
28627974,5815264,MicroRNA-132 protects hippocampal neurons against oxygen-glucose deprivation induced apoptosis,37071449,11663460,MicroRNA expression in extracellular vesicles as a novel blood-based biomarker for Alzheimer’s disease,"It is possible that in the prodromal stage of dementia, neurons, and astrocytes experience hypoxia, possibly because of vascular dysfunction. In addition, hypoxia was also shown to increase the expression of miR-132 in mouse and human brain microvascular endothelial cells, and its higher expression was observed in the capillaries of mouse brain after traumatic brain injury and in isolated hippocampal neurons.83,84 Of interest, claudin-1, junctional adhesion molecule 3, and tight junction-associated protein 1, which are crucial in maintaining BBB integrity, have been identified as targets of miR-212/132.","+Updated to Retraction
+Paper Mill
+Investigation by Third Party
+Investigation by Journal/Publisher
+Concerns/Issues About Results
+Concerns/Issues About Image
+Concerns/Issues About Data
+Upgrade/Update of Prior Notice
+Unreliable Results
+Paper Mill
+Manipulation of Images
+Investigation by Third Party
+Investigation by Journal/Publisher
+Duplication of Image
+Duplication of Data","{'Other', 'Data', 'Results'}",,,Other,"The provided context discusses biological mechanisms and findings related to hypoxia, miR-132, and BBB integrity, but does not explicitly reference, re-analyze, or build upon specific data, results, or methods from <RA>. There are no phrases indicating use of data, results, or methodologies from the retracted article, nor does it suggest the findings are consistent with or directly derived from <RA>.",Uses_Results,"The citing paper states that ""hypoxia was also shown to increase the expression of miR-132 in mouse and human brain microvascular endothelial cells, and its higher expression was observed in the capillaries of mouse brain after traumatic brain injury and in isolated hippocampal neurons."" This directly refers to findings or observations reported in the retracted article, aligning with the definition of Uses_Results.",FALSE,Other
29516682,5908121,"Effect of CLIC1 gene silencing on proliferation, migration, invasion and apoptosis of human gallbladder cancer cells",36081926,9447450,Chloride Intracellular Channel 1 is a Potential Biomarker for Breast Cancer,"CLICs have been widely studied in tumors and cancers, and show differences in expression and localization during cancer cell metastasis. One of its core members, CLIC1, has been confirmed to be up-regulated in various tumors, such as gallbladder cancer,16 colorectal cancer,17 nasopharyngeal cancer,18 ovarian cancer,19 hepatocellular carcinoma20 and high-grade glioma,21 etc. In a study regarding cell cycle, a CLICs blocker called IAA-94 was reported to be capable of arresting the merisis and development of CLICs cells in the G2-M phase. In addition, CLIC1 significantly affected the prognosis of ovarian cancer patients.26 Besides, CLIC1 could be regulated by mircroRNA and hsamiR372 to later predict poor prognosis in gallbladder cancer patients.16,27 Another research speculated that the high expression of CLIC1 may lead to drug resistance in patients with gastric cancer and choriocarcinoma.","+Unreliable Results
+Objections by Third Party
+Duplication of Image
+Concerns/Issues About Data","{'Other', 'Data', 'Results'}",,,Other,"The provided citation context discusses general background information about CLIC1 and its relevance in various cancers, but there is no explicit mention of using, building upon, comparing results, or adopting methods from the retracted article <RA>. The references to studies and findings are descriptive and do not indicate a direct use or specific engagement with <RA>'s data, results, or methodology.",Uses_Results,"The citing paper mentions that ""CLIC1 significantly affected the prognosis of ovarian cancer patients"" and ""CLIC1 could be regulated by mircroRNA and hsamiR372 to later predict poor prognosis in gallbladder cancer patients."" These statements refer to specific findings and conclusions reported in the retracted article, indicating the use of its results.",FALSE,Other
29339419,5938421,LINC00152 down-regulated miR-193a-3p to enhance MCL1 expression and promote gastric cancer cells proliferation,31523496,6714963,Profiling the lncRNA-miRNA-mRNA ceRNA network to reveal potential crosstalk between inflammatory bowel disease and colorectal cancer,"In addition, an in vitro study showed that upregulating MIR193A decreased tumor cell proliferation and migration, at least partly, by directly targeting cyclin D1 (CCND1) and ETS proto-oncogene 1 (ETS1) expression (Chou et al., 2018). Moreover, LINC00152, a lncRNA overexpressed in gastric cancer, was proved to sponge MIR193A to increase MCL1 expression thereby promoting cells proliferation (Huang et al., 2018). In ovarian cancer, MIR193A is silenced by methylated modification and down regulation of MIR193A expression promotes tumor aggressiveness by losing function of targeting GRB7 and MAPK/ERK pathways (Chen et al., 2018).","+Updated to Retraction
+Investigation by Journal/Publisher
+Duplication of Image
+Concerns/Issues About Image
+Upgrade/Update of Prior Notice
+Paper Mill
+Investigation by Third Party
+Duplication of Image
+Author Unresponsive",{'Other'},,,Other,"The citation references multiple studies (Chou et al., 2018; Huang et al., 2018; Chen et al., 2018) discussing molecular mechanisms in cancer, but there is no indication that the citing paper is directly using data, results, or methods from the retracted article <RA>. Instead, it appears to be citing these studies to provide background or context, which aligns with an ""Other"" function.",Uses_Results,"The citing paper states that ""an in vitro study showed that upregulating MIR193A decreased tumor cell proliferation and migration, at least partly, by directly targeting cyclin D1 (CCND1) and ETS proto-oncogene 1 (ETS1) expression"". This directly refers to the findings and conclusions of the retracted article.",FALSE,Other
29776371,5960095,LncRNA TUG1 promoted KIAA1199 expression via miR-600 to accelerate cell metastasis and epithelial-mesenchymal transition in colorectal cancer,33968726,8100187,Long Noncoding RNA MLK7-AS1 Promotes Non-Small-Cell Lung Cancer Migration and Invasion via the miR-375-3p/YWHAZ Axis,"Understanding the mechanisms of NSCLC development is the cornerstone of solving clinical questions. Long noncoding RNAs (lncRNAs) are noncoding RNA molecules longer than 200 nucleotides (5, 6). LINC01296 promotes proliferation in NSCLC viamiR-5095/Wnt axis (7). FLVCR1-AS1 downregulation suppresses cell invasion in NSCLC through Wnt/β-catenin signaling pathway (8).","+Lack of IRB/IACUC Approval
+Duplication of Image",{'Other'},,,Other,"The provided context discusses general mechanisms and signaling pathways involved in NSCLC, with no explicit mention of using data, results, methods, or findings from <RA>. The citation does not appear to serve a primary function related to data reuse, result comparison, methodological adoption, or confirming broader claims, thus fitting best into the ""Other"" category.",Uses_Results,"The citing paper mentions specific findings from other articles (7, 8) related to NSCLC mechanisms. While the provided text doesn't explicitly state these are from a retracted article, if we assume <RA> is one of these cited works (e.g., citation 7 or 8), the phrasing ""LINC01296 promotes proliferation in NSCLC viamiR-5095/Wnt axis"" and ""FLVCR1-AS1 downregulation suppresses cell invasion in NSCLC through Wnt/β-catenin signaling pathway"" describes specific results or findings. The citing paper is presenting these as established facts or background information, implying it is using the results reported in those studies.",FALSE,Other
29922070,5995430,Knockdown of Long Noncoding RNA 00152 (LINC00152) Inhibits Human Retinoblastoma Progression,32541644,7315805,LncRNA LINC00152 Increases the Aggressiveness of Human Retinoblastoma and Enhances Carboplatin and Adriamycin Resistance by Regulating MiR-613/Yes-Associated Protein 1 (YAP1) Axis,"Zhao et al. explored the effects of LINC00152 silencing on proliferation, colony formation, and apoptosis of gastric cancer cells, implying that LINC00152 can play a diagnostic and therapeutic role in gastric cancer [10]. Li et al. confirmed that LINC00152 could play an important role in the pathogenesis and development of retinoblastoma, while the mechanism of LINC00152 in retinoblastoma is still unclear [11]. In addition, accumulating evidence has indicated that microRNAs (miRNAs) acts as regulators in malignant cancers by regulating oncogene expression [12].","+Unreliable Results
+Paper Mill
+Original Data not Provided
+Manipulation of Images
+Duplication of Image","{'Other', 'Data', 'Results'}",,,Other,"The citation mentions the retracted article <RA> only in passing, discussing the role of LINC00152 in cancer and microRNAs as regulators, without explicitly stating that it is using data, results, methods, or aligning its findings with <RA>. The context suggests a general thematic reference rather than a direct use or analysis of <RA>.",Uses_Results,"The citing paper states that ""Li et al. confirmed that LINC00152 could play an important role in the pathogenesis and development of retinoblastoma,"" which directly refers to the findings or conclusions of the retracted article.",FALSE,Other
29928399,6006452,MicroRNA-423-3p promotes glioma growth by targeting PANX2,33913372,10305810,PANX2 and brain lower grade glioma genesis: A bioinformatic analysis,"However, our analysis discovered that higher PANX2 could only predict better OS in LGG, but not in GBM. Considered that less PANX2 was found in HGG than in LGG, 41 we speculated that the roles of PANX2 might be various in different grades of gliomas. To clarify the mechanism of PANX2 in LGG, we further mined the correlated genes of PANX2 and carried out GO functional analysis.","+Paper Mill
+Investigation by Third Party
+Duplication of Image",{'Other'},,,Other,"The citing paper references the findings related to PANX2 (e.g., ""less PANX2 was found in HGG than in LGG"") and discusses mechanisms and analyses associated with the gene, but there is no explicit mention of using, building upon, or directly analyzing data, results, or methods from the retracted article <RA>. The context suggests a discussion of related biological findings rather than a direct use or re-analysis of <RA>.",Other,"The provided text discusses the analysis of PANX2 in different grades of gliomas and speculates on its varying roles. It mentions mining correlated genes and performing GO functional analysis to clarify the mechanism of PANX2 in LGG. However, there is no explicit mention of using data, results, methods, or showing consistency with a retracted article <RA>. The number ""41"" is likely a citation marker, but the content of the cited work is not described in a way that fits the other categories.",TRUE,Other
29946339,6006839,MicroRNA-488 inhibits tongue squamous carcinoma cell invasion and EMT by directly targeting ATF3,33917482,8038798,Roles of microRNAs in Regulating Cancer Stemness in Head and Neck Cancers,"Moreover, p53 represses EMT by mediating miR-200c expression, which causes the inhibition the translation of ZEB1 and BMI1 [228]. By downregulating ATF3 expression, miRNA-488 suppresses cell invasion and EMT in tongue squamous cell carcinoma cells [229]. Taken together, miRNAs as tumor suppressors that regulate the stemness process are summarized in Table 2.","+Unreliable Data
+Concerns/Issues About Image
+Concerns/Issues About Data","{'Data', 'Other'}",,,Other,"The provided context does not explicitly mention data, results, or methods from <RA>, nor does it indicate that the citing paper is building upon, comparing, or aligning its findings directly with <RA>. Instead, it discusses general mechanisms involving miRNAs and tumor suppression, with no specific reference to <RA>'s content.",Other,"The provided text discusses the role of miRNAs in repressing EMT and regulating stemness. While it cites other articles ([228] and [229]) to support these points, there is no explicit mention or implication of using data, results, methods, or even general consistency with a retracted article <RA>. The context is insufficient to categorize the use of <RA>.",TRUE,Other
29929545,6013988,Systematic analyses reveal long non-coding RNA (PTAF)-mediated promotion of EMT and invasion-metastasis in serous ovarian cancer,35736633,9227532,LncRNA-Dependent Mechanisms of Transforming Growth Factor-β: From Tissue Fibrosis to Cancer Progression,"Moreover, zinc finger protein SNAI1/2 is a powerful initiator of EMT induced by TGF-β1-associated lncRNAs for suppressing E-cadherin expression [107,108,129]. In ovarian cancer cells, SNAI2 expression is upregulated by PTAF via sponging miR-25, which suppresses SNAI2 expression via direct binding to its 3′UTR [115]. In lung and pancreatic cancer cells, SNAI1/2 is upregulated by MEG8 via suppressing miR-34a and miR-203 through histone H3 methylation of their regulatory regions [116].","+Updated to Retraction
+Error in Image
+Upgrade/Update of Prior Notice
+Unreliable Results
+Duplication of Image","{'Other', 'Results'}",,,Other,"The provided citation context discusses biological mechanisms involving SNAI1/2, miR-25, miR-34a, and miR-203, but does not mention any specific data, results, or methods from <RA>, nor does it indicate that the paper is building upon, comparing, or aligning with <RA>'s findings. There is no explicit reference to <RA> as a source of data, results, or methodology, nor is there an indication of general consistency with <RA>.",Other,"The provided text discusses the role of zinc finger protein SNAI1/2 in cancer and its regulation by various factors. It cites multiple sources ([107,108,129], [115], [116]) to support these statements. Without knowing which of these citations refers to the retracted article <RA>, it is impossible to determine the specific function of the citation. The text does not explicitly mention using data, results, or methods from any specific source, nor does it state consistency with a particular work.",TRUE,Other
29946187,6018655,The Na/K-ATPase oxidant amplification loop regulates aging,30041449,6073138,The Role of Na/K-ATPase Signaling in Oxidative Stress Related to Aging: Implications in Obesity and Cardiovascular Disease,"Xie and his group discovered the scaffolding and signaling function of Na/K-ATPase, apart from its pumping function, over two decades ago. Since then, our group has demonstrated multiple lines of evidence suggesting the involvement of Na/K-ATPase signaling in various disease models ranging from obesity to cancer, including our recently published data in aging models [14,15,16]. These studies target Na/K-ATPase signaling cascade with the goal of developing therapeutic options for the clinical disorders, which are all associated to systemic and cellular redox imbalance [12,17,18]. Consistent with previous studies, protein carbonylation and Src phosphorylation increased in our in vitro and in vivo aging models and decreased following pNaKtide treatment. Taken together, these data indicate that inhibition of Na/K-ATPase signaling was able to reverse oxidation-induced senescence and apoptosis at both the morphological and molecular level [16]. Obesity is regarded as an excess accumulation of adipose tissue, resulting in a body mass index (BMI) greater than 30. A recent study showed that 16-month-old C57BL/6 mice fed a high fat diet significantly increased body weight, visceral fat, and subcutaneous fat, as compared to young and old mice fed a normal chow diet. These levels were attenuated after the administration of pNaKtide [16]. This exemplifies the importance of utilizing Na/K-ATPase signaling as a therapeutic target in an effort to ameliorate aging and obesity. However, the Na/K-ATPase antagonism through pNaKtide attenuated this cardiac damage. Protein carbonylation and Src phosphorylation, in vivo, suggests the importance of the Na/K-ATPase oxidant amplification loop in aggravating the detrimental cardiovascular damage in aging [16]. Extensive research on the manifestation of biological aging process has presented with various pharmacological interventions that can improve longevity and battle the underlying mechanisms operant in age-associated cellular senescence and apoptosis.","+Unreliable Data
+Duplication of Image
+Concerns/Issues About Data","{'Data', 'Other'}",,,Other,"The citing paper references <RA> primarily to support its broader discussion of Na/K-ATPase signaling's role in aging and disease models, mentioning ""our recently published data in aging models [14,15,16]"" and stating ""consistent with previous studies,"" but it does not explicitly state it is using specific data, results, or methods from <RA>. Instead, it aligns its findings with the general framework established by <RA>, indicating a conceptual or supportive relationship rather than direct data, results, or methodological use.",Uses_Results,"The citing paper states ""Consistent with previous studies, protein carbonylation and Src phosphorylation increased in our in vitro and in vivo aging models and decreased following pNaKtide treatment."" and ""A recent study showed that 16-month-old C57BL/6 mice fed a high fat diet significantly increased body weight, visceral fat, and subcutaneous fat, as compared to young and old mice fed a normal chow diet. These levels were attenuated after the administration of pNaKtide [16]."" This indicates the citing paper is comparing its own findings to the results presented in the retracted article, specifically referencing ""[16]"" which is implied to be the retracted article.",FALSE,Other
29750306,6034917,"MicroRNA‑195 inhibits cell proliferation, migration and invasion by targeting defective in cullin neddylation 1 domain containing 1 in cervical cancer",32099397,6996614,MiR-195-5p Inhibits Malignant Progression of Cervical Cancer by Targeting YAP1,"Significantly, recent studies have found that abnormal downregulation of miR-195 is associated with the occurrence of cancer and malignant progression. For example, miR-195 has been reported to suppress the proliferation, migration ability, and invasiveness of cervical cancer via downregulation of DCUN1D1, HDGF, CCND1, CCND2, MYB, and SMAD3.8–12 In this study, we identified YAP1 as a potential target gene of miR-195-5p using miRNA prediction websites.","+Paper Mill
+Investigation by Third Party
+Duplication of Image
+Duplication of Data","{'Other', 'Data'}",,,Other,"The citation mentions ""In this study, we identified YAP1 as a potential target gene of miR-195-5p using miRNA prediction websites,"" which indicates the paper is describing its own findings rather than explicitly using, building upon, or directly referencing specific data, results, or methods from <RA>. There are no phrases indicating use of data, results, or methods from <RA>, nor statements of general consistency; thus, the function does not clearly align with the other categories.",Uses_Results,"The citing paper states that ""recent studies have found that abnormal downregulation of miR-195 is associated with the occurrence of cancer and malignant progression"" and provides an example of how ""miR-195 has been reported to suppress the proliferation, migration ability, and invasiveness of cervical cancer"". This indicates the citing paper is referring to and building upon the findings and reported results of previous studies, which would include the retracted article if it falls within this context.",FALSE,Other
30006571,6045626,Fibulin-3 knockdown inhibits cervical cancer cell growth and metastasis in vitro and in vivo,35117884,8799201,The expression of Fibulin-3 in ovarian cancer and its relationship with prognosis,"Many studies have shown that Fibulin-3 is closely related to the development of various tumors. In pancreatic cancer (5), cervical cancer (6), glioblastoma (7), and osteosarcoma (8), high expression of Fibulin-3 suggests a poor prognosis. However, in nasopharyngeal carcinoma (9), breast cancer (10), non-small cell lung carcinoma (11), and endometrial cancer (12), Fibulin-3 was found to have potential tumor-suppressive effects. Staining was carried out according to the manufacturer’s instructions provided in the kit. Cervical cancer tissue sections (Fibulin-3-positive) were used as positive control (6), and phosphate-buffered saline was used as the blank control. Fibulin-3, E-cadherin, and N-cadherin were positive for brownish yellow particles in the cell membrane and cytoplasm, and Snail was positive for brownish yellow particles in the nucleus and cytoplasm. Fibulin-3 significantly affects the expression of several key factors in EMT. In some cancer cell lines, an interaction mechanism of Fibulin-3 and EMT has been suggested (6,8). In pancreatic adenocarcinomas, Fibulin-3 binds EGFR, causing autophosphorylation of EGFR at Tyr-992 and Tyr-1068 and subsequent phosphorylation of AKT at Thr-308 and ERK at Thr-202 and Tyr-204, thus accelerating the growth of pancreatic adenocarcinoma (5). In colon carcinoma, Fibulin-3 promotes cancer cell growth, migration, and invasion through a mechanism correlated with p38α and p38β activation (28). Fibulin-3 has been shown to facilitate cervical cancer cell development and metastasis by activating the PI3K-Akt-mTOR signal transduction pathway (6). In malignant gliomas, Fibulin-3 secreted by glioma cells activated DLL4-Notch signaling to induce proangiogenic behavior and promote glioma cell motility and invasion (29).","+Unreliable Results
+Manipulation of Images
+Investigation by Third Party
+Investigation by Journal/Publisher
+Duplication of Image
+Concerns/Issues About Image
+Concerns/Issues About Data","{'Other', 'Data', 'Results'}",,,Other,"The citing paper references the retracted article <RA> (6,8,5,28,29) to support statements about Fibulin-3's role in cancer development, mechanisms, and signaling pathways, but it does not explicitly state it is using data, results, or methods from <RA>. Instead, it discusses findings and mechanisms generally associated with <RA>, indicating a reliance on the broader scientific claims rather than direct use of specific data, results, or methodologies.",Uses_Results,"The citing paper states that ""Fibulin-3 has been shown to facilitate cervical cancer cell development and metastasis by activating the PI3K-Akt-mTOR signal transduction pathway (6)."" This directly references and builds upon a specific finding or conclusion reported in the retracted article, indicated by the citation ""(6)"".",FALSE,Other
29713957,6096636,Variable heart rate and a flexible mind: Higher resting-state heart rate variability predicts better task-switching,34207927,8230044,Heart Rate Variability in Psychology: A Review of HRV Indices and an Analysis Tutorial,"The model has gained ample support over the past decades as mounting evidence emerges, showing a significant relationship between HRV and prefrontal cortex activity [105,106,107,108]. This is in line with studies investigating the relationship between HRV and executive functioning, showing that participants with higher resting HRV (particularly short-term changes) performed better at different executive tasks, such as sustained attention [109,110], working memory [111,112] inhibition [106,113,114,115], and cognitive flexibility [16,116,117]. Additionally, Hansen et al. [111] also highlighted the executive-specific advantage of higher vagally-mediated resting HRV which was not observed in non-executive tasks based on simple reaction time.","+Unreliable Results
+Misconduct by Author
+Misconduct - Official Investigation/Finding
+Investigation by Company/Institution
+Concerns/Issues About Data","{'Other', 'Data', 'Results'}",,,Other,"The citation references multiple studies and general findings related to HRV and prefrontal cortex activity, including Hansen et al. [111], but there is no explicit mention of using data, results, or methods from <RA>, nor does it state that the current findings are consistent with or directly build upon <RA>. The context appears to summarize broader research themes rather than directly reusing or re-analyzing specific content from <RA>.",Uses_Results,"The citing paper states that Hansen et al. [111] ""highlighted the executive-specific advantage of higher vagally-mediated resting HRV which was not observed in non-executive tasks based on simple reaction time."" This directly refers to a specific finding or conclusion reported in the retracted article.",FALSE,Shows_Consistency
